XDATA	YDATA	
0.072585483	0
0.073185363	0.03
0.073785243	0.0425
0.074385123	0.015
0.074985003	-0.0488
0.075584883	-0.0762
0.076184763	-0.0488
0.076784643	0.0275
0.077384523	0.0625
0.077984403	0.0675
0.078584283	0.03
0.079184163	-0.0088
0.079784043	-0.0112
0.080383923	-0.0025
0.080983803	0.0288
0.081583683	0.0387
0.082183563	0.0475
0.082783443	0.0375
0.083383323	0.035
0.083983203	0.0462
0.084583083	0.0575
0.085182963	0.0362
0.085782843	0.0225
0.086382723	0.0313
0.086982603	0.0563
0.087582484	0.0713
0.088182364	0.0513
0.088782244	0.0075
0.089382124	-0.0125
0.089982004	-0.0037
0.090581884	-0.0025
0.091181764	0.0075
0.091781644	0.02
0.092381524	0.02
0.092981404	0.0288
0.093581284	0.0213
0.094181164	0.0238
0.094781044	0.0063
0.095380924	-0.015
0.095980804	-0.0075
0.096580684	0.0187
0.097180564	0.0288
0.097780444	0.0225
0.098380324	0
0.098980204	-0.0262
0.099580084	-0.0225
0.100179964	0.0125
0.100779844	0.0175
0.101379724	0
0.101979604	-0.0125
0.102579484	-0.0175
0.103179364	0.0075
0.103779244	0.0275
0.104379124	0.0313
0.104979004	0.0163
0.105578884	0.0025
0.106178764	0.0163
0.106778644	0.035
0.107378524	0.0375
0.107978404	0.03
0.108578284	-0.0125
0.109178164	-0.0225
0.109778044	0.01
0.110377924	0.0438
0.110977804	0.0525
0.111577684	0.0488
0.112177564	0.0325
0.112777445	0.02
0.113377325	0.0213
0.113977205	0.0325
0.114577085	0.0475
0.115176965	0.0213
0.115776845	0.0037
0.116376725	0.0138
0.116976605	0.0275
0.117576485	0.0488
0.118176365	0.0475
0.118776245	0.0275
0.119376125	0.0163
0.119976005	0.0438
0.120575885	0.0537
0.121175765	0.05
0.121775645	0.0037
0.122375525	-0.03
0.122975405	-0.0413
0.123575285	-0.0025
0.124175165	0.0213
0.124775045	0.0125
0.125374925	-0.0163
0.125974805	-0.0375
0.126574685	-0.01
0.127174565	0.02
0.127774445	0.0313
0.128374325	0
0.128974205	-0.0238
0.129574085	-0.0275
0.130173965	0.0088
0.130773845	0.0275
0.131373725	0.0313
0.131973605	0
0.132573485	-0.0163
0.133173365	-0.0063
0.133773245	0.0387
0.134373125	0.0713
0.134973005	0.0663
0.135572885	0.03
0.136172765	0
0.136772645	0.01
0.137372525	0.0288
0.137972406	0.0537
0.138572286	0.0413
0.139172166	0.0075
0.139772046	-0.0037
0.140371926	-0.0112
0.140971806	0.0063
0.141571686	0.0375
0.142171566	0.07
0.142771446	0.07
0.143371326	0.0362
0.143971206	0.0025
0.144571086	0.0037
0.145170966	0.0112
0.145770846	0.02
0.146370726	0.0175
0.146970606	0.0213
0.147570486	0.0163
0.148170366	0.0125
0.148770246	0.02
0.149370126	0.015
0.149970006	-0.0063
0.150569886	-0.0075
0.151169766	0.03
0.151769646	0.055
0.152369526	0.0675
0.152969406	0.0575
0.153569286	0.015
0.154169166	-0.0163
0.154769046	-0.0238
0.155368926	-0.0138
0.155968806	0.0112
0.156568686	0.0462
0.157168566	0.0525
0.157768446	0.0187
0.158368326	-0.0275
0.158968206	-0.0313
0.159568086	-0.0362
0.160167966	-0.0387
0.160767846	-0.0088
0.161367726	0.0275
0.161967606	0.0262
0.162567487	-0.0112
0.163167367	-0.0612
0.163767247	-0.065
0.164367127	-0.0238
0.164967007	0.0225
0.165566887	0.0275
0.166166767	0.0025
0.166766647	0.0013
0.167366527	0.005
0.167966407	0.0112
0.168566287	0.025
0.169166167	0.0325
0.169766047	0.0125
0.170365927	0.0125
0.170965807	0.0275
0.171565687	0.0425
0.172165567	0.0375
0.172765447	0.0075
0.173365327	-0.0262
0.173965207	-0.0112
0.174565087	0.025
0.175164967	0.0513
0.175764847	0.015
0.176364727	-0.005
0.176964607	-0.0037
0.177564487	0.0338
0.178164367	0.0675
0.178764247	0.0725
0.179364127	0.0387
0.179964007	0.0213
0.180563887	0
0.181163767	0.0225
0.181763647	0.035
0.182363527	0.0362
0.182963407	0.02
0.183563287	0.0213
0.184163167	0.0325
0.184763047	0.0438
0.185362927	0.0438
0.185962807	0.0225
0.186562687	0.01
0.187162567	0.0063
0.187762448	0.0088
0.188362328	0.015
0.188962208	0.02
0.189562088	0.0075
0.190161968	0
0.190761848	-0.0037
0.191361728	-0.0187
0.191961608	-0.0462
0.192561488	-0.0387
0.193161368	-0.0175
0.193761248	0
0.194361128	0.0125
0.194961008	0.0112
0.195560888	-0.0088
0.196160768	-0.0387
0.196760648	-0.0588
0.197360528	-0.055
0.197960408	-0.035
0.198560288	-0.02
0.199160168	0
0.199760048	0
0.200359928	-0.0013
0.200959808	0.0088
0.201559688	0.0025
0.202159568	-0.0275
0.202759448	-0.0325
0.203359328	0.0075
0.203959208	0.0525
0.204559088	0.0563
0.205158968	0.0563
0.205758848	0.0262
0.206358728	0.0138
0.206958608	0.0275
0.207558488	0.0338
0.208158368	0.0325
0.208758248	0.0588
0.209358128	0.0612
0.209958008	0.0375
0.210557888	0.0075
0.211157768	0.0112
0.211757648	0.0225
0.212357528	0.0163
0.212957409	0.015
0.213557289	0.0037
0.214157169	0.0213
0.214757049	0.0462
0.215356929	0.035
0.215956809	-0.0075
0.216556689	-0.025
0.217156569	-0.0187
0.217756449	0.0037
0.218356329	0.0288
0.218956209	0.0275
0.219556089	0.0175
0.220155969	-0.01
0.220755849	-0.03
0.221355729	-0.0037
0.221955609	0.015
0.222555489	0.03
0.223155369	0.015
0.223755249	-0.015
0.224355129	-0.025
0.224955009	-0.015
0.225554889	-0.0338
0.226154769	-0.0225
0.226754649	-0.0338
0.227354529	-0.0225
0.227954409	0
0.228554289	0.0187
0.229154169	0
0.229754049	-0.025
0.230353929	-0.065
0.230953809	-0.0675
0.231553689	-0.0125
0.232153569	0.03
0.232753449	0.0313
0.233353329	0.0013
0.233953209	-0.0275
0.234553089	-0.0413
0.235152969	-0.0213
0.235752849	0.0163
0.236352729	0.0387
0.236952609	0.0438
0.23755249	0.0275
0.23815237	0.01
0.23875225	0
0.23935213	-0.005
0.23995201	0.015
0.24055189	0.0262
0.24115177	0.03
0.24175165	0.0238
0.24235153	0.0125
0.24295141	0.0112
0.24355129	0.02
0.24415117	0.0288
0.24475105	0.0175
0.24535093	-0.0063
0.24595081	-0.01
0.24655069	0
0.24715057	-0.005
0.24775045	0.01
0.24835033	0.0138
0.24895021	-0.0013
0.24955009	-0.01
0.25014997	-0.0088
0.25074985	0.005
0.25134973	0.0037
0.25194961	-0.015
0.25254949	-0.0288
0.25314937	-0.01
0.25374925	0.0187
0.25434913	0.0187
0.25494901	0.0112
0.25554889	-0.0013
0.25614877	-0.0163
0.25674865	-0.0125
0.25734853	0.0025
0.25794841	0.0275
0.25854829	0.0213
0.25914817	0.015
0.25974805	-0.0288
0.26034793	-0.0563
0.26094781	-0.0338
0.26154769	0.015
0.26214757	0.0313
0.262747451	0.015
0.263347331	-0.0362
0.263947211	-0.055
0.264547091	-0.0362
0.265146971	-0.015
0.265746851	0.0112
0.266346731	0.0288
0.266946611	0.0037
0.267546491	-0.0213
0.268146371	-0.0325
0.268746251	-0.0438
0.269346131	-0.0387
0.269946011	-0.0187
0.270545891	0.015
0.271145771	0.0362
0.271745651	0.0338
0.272345531	0.0187
0.272945411	0.0163
0.273545291	0.0063
0.274145171	0.0063
0.274745051	0.0138
0.275344931	0.0362
0.275944811	0.0375
0.276544691	0.0262
0.277144571	0.0037
0.277744451	-0.02
0.278344331	-0.0175
0.278944211	0.0175
0.279544091	0.0262
0.280143971	0.0375
0.280743851	0.0225
0.281343731	0.0025
0.281943611	-0.035
0.282543491	-0.05
0.283143371	-0.03
0.283743251	-0.0025
0.284343131	0.0225
0.284943011	0.0225
0.285542891	-0.0163
0.286142771	-0.0425
0.286742651	-0.0525
0.287342531	-0.0338
0.287942412	0.0125
0.288542292	0.0475
0.289142172	0.0462
0.289742052	0.005
0.290341932	-0.0238
0.290941812	-0.0288
0.291541692	-0.0375
0.292141572	-0.0275
0.292741452	0.0187
0.293341332	0.0338
0.293941212	0.03
0.294541092	-0.0225
0.295140972	-0.055
0.295740852	-0.0713
0.296340732	0
0.296940612	0.0425
0.297540492	0.05
0.298140372	0.0313
0.298740252	0.0175
0.299340132	-0.0125
0.299940012	-0.0288
0.300539892	-0.0462
0.301139772	-0.03
0.301739652	0.02
0.302339532	0.07
0.302939412	0.06
0.303539292	0
0.304139172	-0.0387
0.304739052	-0.03
0.305338932	0.0175
0.305938812	0.0663
0.306538692	0.0838
0.307138572	0.065
0.307738452	0.0112
0.308338332	-0.0375
0.308938212	-0.0537
0.309538092	-0.015
0.310137972	0.0475
0.310737852	0.08
0.311337732	0.04
0.311937612	-0.0088
0.312537493	-0.05
0.313137373	-0.0688
0.313737253	-0.0788
0.314337133	-0.045
0.314937013	0.0037
0.315536893	0.0238
0.316136773	0.0138
0.316736653	-0.0375
0.317336533	-0.0963
0.317936413	-0.11
0.318536293	-0.0813
0.319136173	-0.0413
0.319736053	0.0138
0.320335933	0.0425
0.320935813	0.0125
0.321535693	-0.0425
0.322135573	-0.0675
0.322735453	-0.065
0.323335333	-0.0325
0.323935213	0.0225
0.324535093	0.0638
0.325134973	0.0663
0.325734853	0.0475
0.326334733	0.0112
0.326934613	-0.0175
0.327534493	-0.0063
0.328134373	0.0275
0.328734253	0.0612
0.329334133	0.0725
0.329934013	0.0438
0.330533893	-0.005
0.331133773	-0.0513
0.331733653	-0.0362
0.332333533	0.0025
0.332933413	0.0575
0.333533293	0.0563
0.334133173	0.0325
0.334733053	-0.0013
0.335332933	-0.0288
0.335932813	-0.0438
0.336532693	-0.0313
0.337132573	-0.0025
0.337732454	0
0.338332334	0.0175
0.338932214	0.0088
0.339532094	-0.0125
0.340131974	-0.0313
0.340731854	-0.0225
0.341331734	-0.025
0.341931614	-0.0288
0.342531494	-0.0112
0.343131374	0.005
0.343731254	0.0037
0.344331134	-0.0213
0.344931014	-0.0438
0.345530894	-0.055
0.346130774	-0.0325
0.346730654	-0.0037
0.347330534	0.0288
0.347930414	0.0225
0.348530294	-0.02
0.349130174	-0.0588
0.349730054	-0.0575
0.350329934	-0.03
0.350929814	-0.0063
0.351529694	0.0225
0.352129574	0.015
0.352729454	-0.0075
0.353329334	-0.0213
0.353929214	-0.0275
0.354529094	-0.0175
0.355128974	0.0063
0.355728854	0.0063
0.356328734	-0.015
0.356928614	-0.0075
0.357528494	0.0063
0.358128374	0.0163
0.358728254	0.0125
0.359328134	0.0125
0.359928014	-0.0025
0.360527894	0.0175
0.361127774	0.0238
0.361727654	0.0313
0.362327534	0.0387
0.362927415	0.045
0.363527295	0.0125
0.364127175	-0.0037
0.364727055	-0.0075
0.365326935	0.0013
0.365926815	0.0187
0.366526695	0.0187
0.367126575	0.005
0.367726455	-0.01
0.368326335	-0.0075
0.368926215	-0.0112
0.369526095	-0.0138
0.370125975	-0.0025
0.370725855	0.0288
0.371325735	0.0213
0.371925615	0
0.372525495	-0.025
0.373125375	-0.045
0.373725255	-0.0462
0.374325135	-0.0025
0.374925015	0.0088
0.375524895	0.0037
0.376124775	-0.0025
0.376724655	0.0037
0.377324535	0
0.377924415	-0.0213
0.378524295	-0.0387
0.379124175	-0.0438
0.379724055	-0.0413
0.380323935	-0.0125
0.380923815	-0.005
0.381523695	-0.0275
0.382123575	-0.06
0.382723455	-0.0625
0.383323335	-0.055
0.383923215	-0.0238
0.384523095	0.0125
0.385122975	0.0238
0.385722855	-0.0213
0.386322735	-0.0475
0.386922615	-0.035
0.387522496	-0.0325
0.388122376	-0.0088
0.388722256	0.0163
0.389322136	0.0075
0.389922016	-0.0112
0.390521896	-0.0125
0.391121776	-0.0163
0.391721656	-0.01
0.392321536	0.01
0.392921416	0.0275
0.393521296	0.0313
0.394121176	0.0262
0.394721056	0.03
0.395320936	0.0262
0.395920816	0.0238
0.396520696	0.025
0.397120576	0.0288
0.397720456	0.03
0.398320336	0.04
0.398920216	0.0238
0.399520096	0.0112
0.400119976	0.0413
0.400719856	0.0425
0.401319736	0.03
0.401919616	0.0175
0.402519496	0.0238
0.403119376	0.0213
0.403719256	0.0275
0.404319136	0.01
0.404919016	-0.0112
0.405518896	-0.015
0.406118776	-0.0163
0.406718656	0.0063
0.407318536	0.0213
0.407918416	0.0025
0.408518296	-0.0375
0.409118176	-0.0663
0.409718056	-0.0563
0.410317936	-0.0262
0.410917816	0.01
0.411517696	0.01
0.412117576	-0.0125
0.412717457	-0.05
0.413317337	-0.0675
0.413917217	-0.065
0.414517097	-0.0488
0.415116977	-0.0425
0.415716857	-0.0438
0.416316737	-0.025
0.416916617	-0.005
0.417516497	-0.02
0.418116377	-0.035
0.418716257	-0.0438
0.419316137	-0.0413
0.419916017	-0.0238
0.420515897	0.0025
0.421115777	0.0075
0.421715657	0.02
0.422315537	0.01
0.422915417	-0.0213
0.423515297	-0.0175
0.424115177	-0.0075
0.424715057	0.0275
0.425314937	0.0462
0.425914817	0.0387
0.426514697	0.0187
0.427114577	0.0037
0.427714457	0.0138
0.428314337	0.0362
0.428914217	0.0475
0.429514097	0.0462
0.430113977	0.025
0.430713857	0.0213
0.431313737	0.0163
0.431913617	0.0112
0.432513497	0.005
0.433113377	0.0037
0.433713257	0
0.434313137	0.01
0.434913017	0.02
0.435512897	0.0088
0.436112777	-0.0025
0.436712657	-0.0187
0.437312537	-0.0225
0.437912418	-0.0313
0.438512298	-0.02
0.439112178	-0.0163
0.439712058	-0.025
0.440311938	-0.0238
0.440911818	-0.0213
0.441511698	-0.035
0.442111578	-0.025
0.442711458	-0.015
0.443311338	0.0037
0.443911218	0.015
0.444511098	0.0025
0.445110978	-0.0175
0.445710858	-0.0387
0.446310738	-0.04
0.446910618	-0.0175
0.447510498	0.01
0.448110378	0.0112
0.448710258	0.01
0.449310138	-0.0112
0.449910018	-0.0338
0.450509898	-0.05
0.451109778	-0.045
0.451709658	-0.0063
0.452309538	0.0262
0.452909418	0.0375
0.453509298	0.0088
0.454109178	-0.0175
0.454709058	-0.045
0.455308938	-0.035
0.455908818	-0.0075
0.456508698	0.0025
0.457108578	-0.005
0.457708458	0.0013
0.458308338	0
0.458908218	0
0.459508098	-0.0013
0.460107978	-0.0063
0.460707858	-0.0238
0.461307738	0.0063
0.461907618	0.0288
0.462507499	0.0138
0.463107379	-0.0025
0.463707259	-0.0125
0.464307139	-0.0338
0.464907019	-0.0112
0.465506899	0.0425
0.466106779	0.0612
0.466706659	0.0525
0.467306539	0.0213
0.467906419	-0.0075
0.468506299	-0.0125
0.469106179	0.015
0.469706059	0.0288
0.470305939	0.055
0.470905819	0.04
0.471505699	0.0112
0.472105579	-0.0213
0.472705459	-0.0163
0.473305339	0
0.473905219	0.0187
0.474505099	0.0275
0.475104979	0.005
0.475704859	-0.0025
0.476304739	-0.02
0.476904619	-0.0213
0.477504499	-0.0063
0.478104379	-0.0063
0.478704259	0.0025
0.479304139	0.0175
0.479904019	0.0163
0.480503899	-0.0075
0.481103779	-0.0213
0.481703659	-0.0362
0.482303539	-0.0513
0.482903419	-0.035
0.483503299	0.0175
0.484103179	0.0225
0.484703059	0.0075
0.485302939	-0.0338
0.485902819	-0.06
0.486502699	-0.0513
0.487102579	-0.0288
0.48770246	0.0075
0.48830234	0.025
0.48890222	0.0037
0.4895021	-0.0125
0.49010198	-0.0275
0.49070186	-0.0362
0.49130174	-0.015
0.49190162	0
0.4925015	0.0163
0.49310138	0.0187
0.49370126	0.0163
0.49430114	0.0075
0.49490102	-0.0075
0.4955009	-0.01
0.49610078	0.0138
0.49670066	0.0275
0.49730054	0.0375
0.49790042	0.0475
0.4985003	0.02
0.49910018	0.0037
0.49970006	-0.0238
0.50029994	-0.0238
0.50089982	-0.0213
0.5014997	-0.0175
0.50209958	0.0225
0.50269946	0.0625
0.50329934	0.065
0.50389922	0.0138
0.5044991	-0.03
0.50509898	-0.0362
0.50569886	-0.0112
0.50629874	0.03
0.50689862	0.0488
0.5074985	0.0338
0.50809838	0.0025
0.50869826	-0.0225
0.50929814	-0.0525
0.50989802	-0.0513
0.5104979	-0.015
0.51109778	0
0.51169766	-0.005
0.51229754	-0.02
0.512897421	-0.0238
0.513497301	-0.0175
0.514097181	-0.0225
0.514697061	-0.0225
0.515296941	-0.005
0.515896821	0.0163
0.516496701	0.0313
0.517096581	0.005
0.517696461	-0.025
0.518296341	-0.0175
0.518896221	-0.015
0.519496101	0.0138
0.520095981	0.0187
0.520695861	0.03
0.521295741	0.0313
0.521895621	0.0075
0.522495501	-0.0387
0.523095381	-0.0488
0.523695261	-0.035
0.524295141	0.015
0.524895021	0.0375
0.525494901	0.05
0.526094781	0.0112
0.526694661	-0.0362
0.527294541	-0.0625
0.527894421	-0.0387
0.528494301	0.0013
0.529094181	0.0438
0.529694061	0.0462
0.530293941	0
0.530893821	-0.0288
0.531493701	-0.0338
0.532093581	-0.0238
0.532693461	-0.0025
0.533293341	0.0025
0.533893221	0.0112
0.534493101	0.0163
0.535092981	-0.0112
0.535692861	-0.0462
0.536292741	-0.0813
0.536892621	-0.0713
0.537492501	-0.015
0.538092382	0.0325
0.538692262	0.0625
0.539292142	0.0438
0.539892022	0.0088
0.540491902	-0.0338
0.541091782	-0.0575
0.541691662	-0.0262
0.542291542	0.0325
0.542891422	0.0788
0.543491302	0.0725
0.544091182	0.0275
0.544691062	-0.0238
0.545290942	-0.0438
0.545890822	-0.0288
0.546490702	-0.0037
0.547090582	0.04
0.547690462	0.0537
0.548290342	0.0275
0.548890222	-0.0112
0.549490102	-0.0488
0.550089982	-0.0462
0.550689862	-0.0125
0.551289742	0.01
0.551889622	0.0238
0.552489502	0.0338
0.553089382	-0.005
0.553689262	-0.0488
0.554289142	-0.0612
0.554889022	-0.0213
0.555488902	0.0275
0.556088782	0.0537
0.556688662	0.0387
0.557288542	-0.0187
0.557888422	-0.0588
0.558488302	-0.0675
0.559088182	-0.0575
0.559688062	-0.025
0.560287942	0.025
0.560887822	0.0288
0.561487702	-0.0063
0.562087582	-0.0475
0.562687463	-0.0575
0.563287343	-0.0638
0.563887223	-0.0612
0.564487103	-0.0213
0.565086983	0.03
0.565686863	0.0325
0.566286743	0.0225
0.566886623	-0.0288
0.567486503	-0.085
0.568086383	-0.0713
0.568686263	0.0075
0.569286143	0.0825
0.569886023	0.0825
0.570485903	0.025
0.571085783	-0.03
0.571685663	-0.0475
0.572285543	-0.0112
0.572885423	0.0225
0.573485303	0.0537
0.574085183	0.06
0.574685063	0.0663
0.575284943	0.0525
0.575884823	0.0138
0.576484703	-0.01
0.577084583	-0.0313
0.577684463	0.01
0.578284343	0.0588
0.578884223	0.0737
0.579484103	0.055
0.580083983	0.02
0.580683863	-0.03
0.581283743	-0.055
0.581883623	-0.0288
0.582483503	0.0063
0.583083383	0.0438
0.583683263	0.0238
0.584283143	-0.02
0.584883023	-0.055
0.585482903	-0.0513
0.586082783	-0.0475
0.586682663	-0.0013
0.587282543	0.0075
0.587882424	0.005
0.588482304	0
0.589082184	-0.0138
0.589682064	-0.0288
0.590281944	-0.0262
0.590881824	-0.015
0.591481704	0.0063
0.592081584	0.0375
0.592681464	0.0462
0.593281344	0.0325
0.593881224	-0.0088
0.594481104	-0.0462
0.595080984	-0.065
0.595680864	-0.0163
0.596280744	0.04
0.596880624	0.0663
0.597480504	0.0387
0.598080384	-0.005
0.598680264	-0.0638
0.599280144	-0.065
0.599880024	-0.0338
0.600479904	0
0.601079784	0.0213
0.601679664	0.0213
0.602279544	-0.0063
0.602879424	-0.0387
0.603479304	-0.0788
0.604079184	-0.0838
0.604679064	-0.0325
0.605278944	0.03
0.605878824	0.07
0.606478704	0.0575
0.607078584	0.0037
0.607678464	-0.0575
0.608278344	-0.0663
0.608878224	-0.0387
0.609478104	0.0037
0.610077984	0.0537
0.610677864	0.0938
0.611277744	0.0875
0.611877624	0.05
0.612477504	-0.0112
0.613077385	-0.0588
0.613677265	-0.0462
0.614277145	0.0288
0.614877025	0.0938
0.615476905	0.105
0.616076785	0.0813
0.616676665	0.0187
0.617276545	-0.0525
0.617876425	-0.065
0.618476305	-0.0238
0.619076185	0.0262
0.619676065	0.0638
0.620275945	0.035
0.620875825	-0.01
0.621475705	-0.0362
0.622075585	-0.0563
0.622675465	-0.065
0.623275345	-0.02
0.623875225	-0.0037
0.624475105	0.0187
0.625074985	0.0213
0.625674865	-0.0063
0.626274745	-0.0475
0.626874625	-0.0575
0.627474505	-0.0438
0.628074385	0.0025
0.628674265	0.0362
0.629274145	0.0275
0.629874025	-0.0063
0.630473905	-0.0438
0.631073785	-0.0737
0.631673665	-0.0762
0.632273545	-0.0275
0.632873425	0.0175
0.633473305	0.055
0.634073185	0.0387
0.634673065	-0.0138
0.635272945	-0.0425
0.635872825	-0.0488
0.636472705	-0.0313
0.637072585	0.0037
0.637672466	0.0275
0.638272346	0.0138
0.638872226	-0.0013
0.639472106	-0.005
0.640071986	-0.0063
0.640671866	0.005
0.641271746	0.0063
0.641871626	0.0138
0.642471506	0.0375
0.643071386	0.0537
0.643671266	0.0413
0.644271146	0.0163
0.644871026	-0.015
0.645470906	-0.0163
0.646070786	0.0013
0.646670666	0.0338
0.647270546	0.0625
0.647870426	0.0462
0.648470306	0.015
0.649070186	-0.02
0.649670066	-0.0387
0.650269946	-0.025
0.650869826	-0.0013
0.651469706	0.0288
0.652069586	0.02
0.652669466	0
0.653269346	-0.0238
0.653869226	-0.04
0.654469106	-0.045
0.655068986	-0.0338
0.655668866	-0.0112
0.656268746	-0.0037
0.656868626	0.0037
0.657468506	0
0.658068386	-0.0213
0.658668266	-0.0262
0.659268146	-0.0175
0.659868026	-0.0225
0.660467906	-0.0125
0.661067786	-0.0037
0.661667666	-0.0088
0.662267546	-0.005
0.662867427	0.0075
0.663467307	0.0013
0.664067187	-0.0187
0.664667067	-0.0125
0.665266947	0.005
0.665866827	-0.0013
0.666466707	-0.0013
0.667066587	0.01
0.667666467	-0.0187
0.668266347	0
0.668866227	0
0.669466107	0.0037
0.670065987	0.005
0.670665867	0.025
0.671265747	0.03
0.671865627	0.0063
0.672465507	-0.0013
0.673065387	0
0.673665267	0.02
0.674265147	0.0187
0.674865027	0.0225
0.675464907	0.0213
0.676064787	0.0112
0.676664667	0.0037
0.677264547	0.0225
0.677864427	0.0163
0.678464307	0.015
0.679064187	-0.0138
0.679664067	-0.0238
0.680263947	-0.015
0.680863827	-0.0112
0.681463707	-0.0125
0.682063587	-0.0037
0.682663467	0.0013
0.683263347	0.0037
0.683863227	0.0013
0.684463107	-0.01
0.685062987	0.0088
0.685662867	-0.0125
0.686262747	-0.025
0.686862627	-0.03
0.687462507	-0.0225
0.688062388	0.0063
0.688662268	0.0112
0.689262148	-0.0175
0.689862028	-0.0525
0.690461908	-0.0413
0.691061788	-0.015
0.691661668	0.0125
0.692261548	0.0262
0.692861428	0.0075
0.693461308	-0.015
0.694061188	-0.0138
0.694661068	-0.0187
0.695260948	0.0063
0.695860828	0.0387
0.696460708	0.0325
0.697060588	0.0025
0.697660468	-0.0112
0.698260348	-0.0112
0.698860228	-0.0175
0.699460108	0.0125
0.700059988	0.0163
0.700659868	0.025
0.701259748	0.0213
0.701859628	0.0138
0.702459508	-0.0037
0.703059388	-0.02
0.703659268	-0.0225
0.704259148	-0.02
0.704859028	0.0037
0.705458908	0.0275
0.706058788	0.0175
0.706658668	-0.0025
0.707258548	0.0037
0.707858428	-0.01
0.708458308	-0.01
0.709058188	0.02
0.709658068	0.0413
0.710257948	0.0213
0.710857828	0.0213
0.711457708	0.0338
0.712057588	0.0187
0.712657469	0.0013
0.713257349	-0.0075
0.713857229	0.01
0.714457109	0.0288
0.715056989	0.0563
0.715656869	0.0275
0.716256749	-0.0112
0.716856629	-0.0213
0.717456509	-0.0125
0.718056389	-0.0025
0.718656269	0.0112
0.719256149	0.0138
0.719856029	0.005
0.720455909	0
0.721055789	-0.0138
0.721655669	-0.0175
0.722255549	-0.0413
0.722855429	-0.0387
0.723455309	-0.0225
0.724055189	-0.0013
0.724655069	0.0025
0.725254949	0.0112
0.725854829	-0.02
0.726454709	-0.0425
0.727054589	-0.0537
0.727654469	-0.035
0.728254349	-0.0175
0.728854229	0.0175
0.729454109	0.005
0.730053989	-0.0013
0.730653869	-0.0112
0.731253749	-0.0125
0.731853629	-0.0088
0.732453509	-0.0037
0.733053389	0.0013
0.733653269	0.0063
0.734253149	0.0275
0.734853029	0.0325
0.735452909	0.0462
0.736052789	0.0375
0.736652669	0.0112
0.737252549	-0.0075
0.73785243	0.0075
0.73845231	0.0262
0.73905219	0.025
0.73965207	0.0175
0.74025195	-0.0075
0.74085183	-0.0125
0.74145171	-0.0138
0.74205159	0.0125
0.74265147	0.0238
0.74325135	0.0313
0.74385123	0.01
0.74445111	-0.005
0.74505099	-0.0138
0.74565087	-0.0112
0.74625075	-0.0213
0.74685063	-0.0138
0.74745051	-0.0125
0.74805039	-0.0187
0.74865027	-0.02
0.74925015	0
0.74985003	-0.0088
0.75044991	-0.0138
0.75104979	-0.0163
0.75164967	-0.0275
0.75224955	-0.0238
0.75284943	-0.0163
0.75344931	0
0.75404919	-0.0025
0.75464907	-0.0125
